"V1","V2"
"R_DIFFN_MEDD2_SALOSS","DIFFN_S_SEV_DIST"
"R_DIFFN_MEDD2_SALOSS","R_MEDD2_SALOSS"
"R_DIFFN_MEDD2_SALOSS","R_DIFFN_ULND5_SALOSS"
"R_DIFFN_MEDD2_SALOSS","L_DIFFN_MEDD2_SALOSS"
"R_DIFFN_MEDD2_SALOSS","L_DIFFN_ULND5_SALOSS"
"R_DIFFN_MEDD2_SALOSS","L_DIFFN_ISCH_SALOSS"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_MEDD2_DSLOW_EW"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_MEDD2_ALLCV_EW"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_MEDD2_EFFAXLOSS"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_MEDD2_DSLOW_WD"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_DIFFN_LNLW_APB_MALOSS"
"R_DIFFN_LNLW_MEDD2_SALOSS","R_APB_MUSCLE_VOL"
"R_MEDD2_SALOSS","R_DIFFN_LNLW_MEDD2_SALOSS"
"R_MEDD2_SALOSS","R_MEDD2_DSLOW_EW"
"R_MEDD2_SALOSS","R_MEDD2_ALLCV_EW"
"R_MEDD2_SALOSS","R_MEDD2_EFFAXLOSS"
"R_MEDD2_SALOSS","R_MEDD2_DSLOW_WD"
"R_LNLW_MEDD2_BLOCK_WD","R_MEDD2_BLOCK_WD"
"R_MEDD2_EFFAXLOSS","R_MEDD2_ALLAMP_WD"
"R_LNLW_MEDD2_LD_WD","R_LNLW_MED_SEV"
"R_LNLW_MEDD2_LD_WD","R_MEDD2_LSLOW_WD"
"R_LNLW_MEDD2_LD_WD","R_MED_LD_WA"
"R_MEDD2_LD_WD","R_LNLW_MED_SEV"
"R_MEDD2_LD_WD","R_LNLW_MEDD2_LD_WD"
"R_MEDD2_LD_WD","R_MEDD2_LSLOW_WD"
"R_MEDD2_LD_WD","R_MED_LD_WA"
"R_MEDD2_LSLOW_WD","R_MEDD2_DISP_WD"
"DIFFN_M_SEV_DIST","R_DIFFN_APB_MALOSS"
"DIFFN_M_SEV_DIST","R_DIFFN_APB_DENERV"
"DIFFN_M_SEV_DIST","R_DIFFN_ADM_MALOSS"
"DIFFN_M_SEV_DIST","R_DIFFN_LNLW_ADM_MALOSS"
"DIFFN_M_SEV_DIST","L_DIFFN_APB_MALOSS"
"DIFFN_M_SEV_DIST","L_DIFFN_ADM_MALOSS"
"DIFFN_M_SEV_DIST","L_DIFFN_LNLW_ADM_MALOSS"
"R_LNLW_APB_MALOSS","R_LNLW_MEDD2_DISP_WD"
"R_DIFFN_APB_MALOSS","R_DIFFN_ADM_MALOSS"
"R_DIFFN_APB_MALOSS","L_DIFFN_APB_MALOSS"
"R_DIFFN_APB_MALOSS","L_DIFFN_ADM_MALOSS"
"R_DIFFN_LNLW_APB_MALOSS","R_APB_MALOSS"
"R_DIFFN_LNLW_APB_MALOSS","R_MED_DCV_EW"
"R_DIFFN_LNLW_APB_MALOSS","R_APB_MULOSS"
"R_DIFFN_LNLW_APB_MALOSS","R_MED_DCV_WA"
"R_DIFFN_LNLW_APB_MALOSS","R_APB_QUAL_MUPPOLY"
"R_MED_RDLDCV_EW","R_MED_ALLCV_EW"
"R_DIFFN_LNLW_APB_MUSIZE","R_LNL_DIFFN_APB_MUSIZE"
"R_APB_MULOSS","R_APB_MVA_RECRUIT"
"R_MED_LD_WA","R_MED_RDLDDEL"
"R_APB_MUSCLE_VOL","R_MEDD2_DISP_WD"
"R_APB_MUSCLE_VOL","R_DIFFN_LNLW_APB_MALOSS"
"R_APB_MUSCLE_VOL","R_APB_MALOSS"
"R_APB_MUSCLE_VOL","R_MED_DCV_EW"
"R_APB_MUSCLE_VOL","R_MED_ALLCV_EW"
"R_APB_MUSCLE_VOL","R_DIFFN_LNLW_APB_DE_REGEN"
"R_APB_MUSCLE_VOL","R_LNL_DIFFN_APB_DE_REGEN"
"R_APB_MUSCLE_VOL","R_APB_DE_REGEN"
"R_APB_MUSCLE_VOL","R_APB_MULOSS"
"R_APB_MUSCLE_VOL","R_APB_ALLAMP_WA"
"R_APB_MUSCLE_VOL","R_MED_DCV_WA"
"R_APB_MUSCLE_VOL","R_MED_ALLDEL_WA"
"R_APB_MUSCLE_VOL","R_APB_FORCE"
"R_APB_MUSCLE_VOL","R_APB_MVA_RECRUIT"
"R_APB_MUSCLE_VOL","R_APB_QUAL_MUPPOLY"
"R_APB_MUSCLE_VOL","R_APB_MUPSATEL"
"R_APB_TA_CONCL","R_APB_MVA_AMP"
"R_APB_QUAN_MUPPOLY","R_LNLW_APB_DE_REGEN"
"R_APB_QUAN_MUPPOLY","R_DIFFN_LNLW_APB_DE_REGEN"
"R_APB_QUAN_MUPPOLY","R_LNL_DIFFN_APB_DE_REGEN"
"R_APB_QUAN_MUPPOLY","R_APB_DE_REGEN"
"R_APB_QUAN_MUPPOLY","R_APB_MUPSATEL"
"R_APB_QUAL_MUPPOLY","R_DIFFN_LNLW_APB_DE_REGEN"
"R_APB_QUAL_MUPPOLY","R_LNL_DIFFN_APB_DE_REGEN"
"R_APB_QUAL_MUPPOLY","R_APB_DE_REGEN"
"R_APB_QUAL_MUPPOLY","R_APB_QUAN_MUPPOLY"
"R_APB_QUAL_MUPPOLY","R_APB_MUPSATEL"
"R_LNLW_APB_MUDENS","R_APB_MUDENS"
"R_DIFFN_LNLW_APB_MUDENS","R_DIFFN_APB_MUDENS"
"R_DIFFN_LNLW_APB_MUDENS","R_APB_SF_DENSITY"
"R_LNL_DIFFN_APB_MUDENS","R_DIFFN_LNLW_APB_MUDENS"
"R_APB_MUDENS","R_DIFFN_LNLW_APB_MUDENS"
"R_APB_MUDENS","R_LNL_DIFFN_APB_MUDENS"
"R_DIFFN_APB_NEUR_ACT","DIFFN_SEV"
"R_DIFFN_APB_NEUR_ACT","DIFFN_SENS_SEV"
"R_DIFFN_APB_NEUR_ACT","DIFFN_S_SEV_DIST"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_MEDD2_SALOSS"
"R_DIFFN_APB_NEUR_ACT","DIFFN_MOT_SEV"
"R_DIFFN_APB_NEUR_ACT","DIFFN_M_SEV_DIST"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_APB_MALOSS"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_APB_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_APB_MUDENS"
"R_DIFFN_APB_NEUR_ACT","R_APB_MUDENS"
"R_DIFFN_APB_NEUR_ACT","R_APB_NEUR_ACT"
"R_DIFFN_APB_NEUR_ACT","DIFFN_M_SEV_PROX"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_ADM_MALOSS"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_ADM_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_LNLW_ADM_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_LNLW_ADM_MUDENS"
"R_DIFFN_APB_NEUR_ACT","R_ADM_SPONT_INS_ACT"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_DELT_NEUR_ACT"
"R_DIFFN_APB_NEUR_ACT","R_DELT_SPONT_INS_ACT"
"R_DIFFN_APB_NEUR_ACT","R_DIFFN_ISCH_SALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_MEDD2_SALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_APB_MALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_APB_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_APB_MUDENS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_APB_NEUR_ACT"
"R_DIFFN_APB_NEUR_ACT","L_APB_SPONT_INS_ACT"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_ULND5_SALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_LNLW_ULND5_SALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_ADM_MALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_ADM_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_LNLW_ADM_DE_REGEN"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_LNLW_ADM_MUDENS"
"R_DIFFN_APB_NEUR_ACT","L_ADM_SPONT_INS_ACT"
"R_DIFFN_APB_NEUR_ACT","L_DELT_SPONT_INS_ACT"
"R_DIFFN_APB_NEUR_ACT","L_DIFFN_ISCH_SALOSS"
"R_LNLW_APB_NEUR_ACT","R_LNLW_MED_SEV"
"R_LNLW_APB_NEUR_ACT","R_LNLW_MEDD2_DISP_WD"
"R_LNLW_APB_NEUR_ACT","R_LNLW_MEDD2_SALOSS_WD"
"R_LNLW_APB_NEUR_ACT","R_MEDD2_LD_WD"
"R_LNLW_APB_NEUR_ACT","R_LNLW_APB_MALOSS"
"R_LNLW_APB_NEUR_ACT","R_LNLW_APB_DE_REGEN"
"R_LNLW_APB_NEUR_ACT","R_APB_NEUR_ACT"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MEDD2_DISP_WD"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MEDD2_SALOSS"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MEDD2_EFFAXLOSS"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MEDD2_ALLAMP_WD"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MEDD2_ALLCV_WD"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_DIFFN_LNLW_APB_MALOSS"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_DIFFN_LNLW_APB_DE_REGEN"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_LNL_DIFFN_APB_DE_REGEN"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_APB_DE_REGEN"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_MED_ALLDEL_WA"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_APB_QUAL_MUPPOLY"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_APB_SPONT_NEUR_DISCH"
"R_DIFFN_LNLW_APB_NEUR_ACT","R_APB_SPONT_INS_ACT"
"R_APB_NEUR_ACT","R_MEDD2_DISP_WD"
"R_APB_NEUR_ACT","R_MEDD2_SALOSS"
"R_APB_NEUR_ACT","R_MEDD2_EFFAXLOSS"
"R_APB_NEUR_ACT","R_MEDD2_ALLAMP_WD"
"R_APB_NEUR_ACT","R_MEDD2_ALLCV_WD"
"R_APB_NEUR_ACT","R_DIFFN_LNLW_APB_MALOSS"
"R_APB_NEUR_ACT","R_DIFFN_LNLW_APB_DE_REGEN"
"R_APB_NEUR_ACT","R_LNL_DIFFN_APB_DE_REGEN"
"R_APB_NEUR_ACT","R_APB_DE_REGEN"
"R_APB_NEUR_ACT","R_MED_ALLDEL_WA"
"R_APB_NEUR_ACT","R_APB_QUAL_MUPPOLY"
"R_APB_NEUR_ACT","R_DIFFN_LNLW_APB_NEUR_ACT"
"R_APB_NEUR_ACT","R_APB_SPONT_NEUR_DISCH"
"R_APB_NEUR_ACT","R_APB_SPONT_INS_ACT"
"R_DIFFN_APB_DENERV","R_DIFFN_LNLW_APB_DENERV"
"R_DIFFN_APB_DENERV","R_DIFFN_ADM_DENERV"
"R_DIFFN_APB_DENERV","L_DIFFN_APB_DENERV"
"R_DIFFN_APB_DENERV","L_DIFFN_LNLW_ADM_DENERV"
"R_LNLW_APB_DENERV","R_APB_SPONT_INS_ACT"
"R_DIFFN_LNLW_APB_DENERV","R_LNL_DIFFN_APB_DENERV"
"R_DIFFN_LNLW_APB_DENERV","R_APB_DENERV"
"R_DIFFN_LNLW_APB_DENERV","R_APB_SPONT_DENERV_ACT"
"R_LNL_DIFFN_APB_DENERV","R_APB_DENERV"
"R_APB_DENERV","R_APB_SPONT_DENERV_ACT"
"R_APB_SPONT_INS_ACT","R_DIFFN_LNLW_MEDD2_SALOSS"
"R_APB_SPONT_INS_ACT","R_MEDD2_SALOSS"
"R_APB_SPONT_INS_ACT","R_MEDD2_DSLOW_EW"
"R_APB_SPONT_INS_ACT","R_MEDD2_ALLCV_EW"
"R_APB_SPONT_INS_ACT","R_MEDD2_EFFAXLOSS"
"R_APB_SPONT_INS_ACT","R_MEDD2_ALLAMP_WD"
"R_APB_SPONT_INS_ACT","R_MEDD2_DSLOW_WD"
"R_APB_SPONT_INS_ACT","R_MEDD2_ALLCV_WD"
"R_APB_SPONT_INS_ACT","R_DIFFN_LNLW_APB_MALOSS"
"R_APB_SPONT_INS_ACT","R_MED_DCV_EW"
"R_APB_SPONT_INS_ACT","R_MED_ALLCV_EW"
"R_APB_SPONT_INS_ACT","R_DIFFN_LNLW_APB_DE_REGEN"
"R_APB_SPONT_INS_ACT","R_LNL_DIFFN_APB_DE_REGEN"
"R_APB_SPONT_INS_ACT","R_APB_DE_REGEN"
"R_APB_SPONT_INS_ACT","R_APB_MULOSS"
"R_APB_SPONT_INS_ACT","R_APB_ALLAMP_WA"
"R_APB_SPONT_INS_ACT","R_MED_DCV_WA"
"R_APB_SPONT_INS_ACT","R_MED_ALLDEL_WA"
"R_APB_SPONT_INS_ACT","R_APB_MUSCLE_VOL"
"R_APB_SPONT_INS_ACT","R_APB_MVA_RECRUIT"
"R_APB_SPONT_INS_ACT","R_APB_QUAN_MUPPOLY"
"R_APB_SPONT_INS_ACT","R_APB_QUAL_MUPPOLY"
"R_APB_SPONT_INS_ACT","R_APB_MUPSATEL"
"R_APB_SPONT_INS_ACT","R_APB_MUDENS"
"R_APB_SPONT_INS_ACT","R_DIFFN_LNLW_APB_DENERV"
"R_APB_SPONT_INS_ACT","R_LNL_DIFFN_APB_DENERV"
"R_APB_SPONT_INS_ACT","R_APB_DENERV"
"R_APB_SPONT_INS_ACT","R_APB_SPONT_DENERV_ACT"
"DIFFN_M_SEV_PROX","DIFFN_MOT_SEV"
"DIFFN_M_SEV_PROX","DIFFN_M_SEV_DIST"
"DIFFN_M_SEV_PROX","R_DIFFN_APB_MALOSS"
"DIFFN_M_SEV_PROX","R_DIFFN_DELT_MALOSS"
"DIFFN_M_SEV_PROX","R_LNLPC5_DIFFN_DELT_MALOSS"
"DIFFN_M_SEV_PROX","R_DIFFN_DELT_DENERV"
"DIFFN_M_SEV_PROX","L_DIFFN_DELT_MALOSS"
"DIFFN_M_SEV_PROX","L_LNLPC5_DIFFN_DELT_MALOSS"
"R_DIFFN_ULND5_DISP","R_ULND5_DISP_BEW"
"R_DIFFN_ULND5_DISP","R_ULND5_DISP_BED"
"R_LNLE_ULND5_DISP_E","R_LNLE_ULND5_LD_E"
"R_ULND5_DISP_E","R_LNLE_DIFFN_ULND5_DISP_E"
"R_DIFFN_LNLW_ULND5_DISP_WD","R_DIFFN_ULND5_DISP"
"R_ULND5_DISP_WD","R_DIFFN_LNLW_ULND5_DISP_WD"
"R_ULND5_DISP_WD","R_ULND5_DISP_BED"
"R_ULND5_DISP_BEW","R_ULND5_DISP_BED"
"R_LNLE_ULND5_LD_E","R_ULND5_LD_E"
"R_LNLE_ULND5_LD_E","R_ULN_LD_EW"
"R_ULND5_LSLOW_E","R_LNLE_ULND5_DISP_E"
"R_ULND5_LSLOW_E","R_LNLE_ULND5_LD_E"
"R_DIFFN_ULND5_SALOSS","R_DIFFN_LNLW_ULND5_SALOSS"
"R_LNLLP_E_ULND5_SALOSS","R_LNLE_ULND5_SALOSS"
"R_LNL_DIFFN_ULND5_SALOSS","R_ULND5_EFFAXLOSS"
"R_ULND5_SALOSS","R_LNL_DIFFN_ULND5_SALOSS"
"R_ULND5_SALOSS","R_ULND5_DSLOW_EW"
"R_ULND5_SALOSS","R_ULND5_EFFAXLOSS"
"R_ULND5_SALOSS","R_ULND5_ALLAMP_WD"
"R_ULND5_EFFAXLOSS","R_ULND5_ALLAMP_WD"
"R_LNLE_ADM_MALOSS","R_LNLE_ADM_DE_REGEN"
"R_LNLE_ADM_MALOSS","R_LNLC8_LP_E_ADM_DE_REGEN"
"R_LNLC8_LP_E_ADM_MALOSS","R_LNLE_ADM_MALOSS"
"R_DIFFN_ADM_MALOSS","R_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_LNLW_ADM_MALOSS","R_LNL_DIFFN_ADM_MALOSS"
"R_LNL_DIFFN_ADM_MALOSS","R_ULND5_SALOSS"
"R_LNL_DIFFN_ADM_MALOSS","R_ADM_MALOSS"
"R_LNL_DIFFN_ADM_MALOSS","R_ADM_MULOSS"
"R_LNL_DIFFN_ADM_MALOSS","R_ULN_DCV_WA"
"R_LNL_DIFFN_ADM_MALOSS","R_ADM_MUSCLE_VOL"
"R_ADM_MULOSS","R_ADM_MVA_RECRUIT"
"R_ADM_MUSCLE_VOL","R_ULND5_DISP_E"
"R_ADM_MUSCLE_VOL","R_ULND5_SALOSS"
"R_ADM_MUSCLE_VOL","R_ULND5_ALLCV_EW"
"R_ADM_MUSCLE_VOL","R_ULND5_ALLAMP_WD"
"R_ADM_MUSCLE_VOL","R_ADM_MALOSS"
"R_ADM_MUSCLE_VOL","R_ULN_DCV_E"
"R_ADM_MUSCLE_VOL","R_ULN_ALLCV_E"
"R_ADM_MUSCLE_VOL","R_ULN_DCV_EW"
"R_ADM_MUSCLE_VOL","R_ULN_ALLCV_EW"
"R_ADM_MUSCLE_VOL","R_LNL_DIFFN_ADM_DE_REGEN"
"R_ADM_MUSCLE_VOL","R_ADM_DE_REGEN"
"R_ADM_MUSCLE_VOL","R_ADM_MULOSS"
"R_ADM_MUSCLE_VOL","R_ADM_ALLAMP_WA"
"R_ADM_MUSCLE_VOL","R_ULN_DCV_WA"
"R_ADM_MUSCLE_VOL","R_ULN_ALLDEL_WA"
"R_ADM_MUSCLE_VOL","R_ADM_FORCE"
"R_ADM_MUSCLE_VOL","R_ADM_MVA_RECRUIT"
"R_ADM_MUSCLE_VOL","R_ADM_QUAL_MUPPOLY"
"R_ADM_MUSCLE_VOL","R_ADM_MUPSATEL"
"R_ADM_QUAN_MUPPOLY","R_LNL_DIFFN_ADM_DE_REGEN"
"R_ADM_QUAN_MUPPOLY","R_ADM_DE_REGEN"
"R_ADM_QUAN_MUPPOLY","R_ADM_MUPSATEL"
"R_ADM_QUAL_MUPPOLY","R_LNL_DIFFN_ADM_DE_REGEN"
"R_ADM_QUAL_MUPPOLY","R_ADM_DE_REGEN"
"R_ADM_QUAL_MUPPOLY","R_ADM_QUAN_MUPPOLY"
"R_ADM_QUAL_MUPPOLY","R_ADM_MUPSATEL"
"R_LNLC8_LP_E_ADM_MUDENS","R_LNLE_ADM_MUDENS"
"R_DIFFN_ADM_MUDENS","R_ADM_MUDENS"
"R_DIFFN_LNLW_ADM_MUDENS","R_DIFFN_ADM_MUDENS"
"R_LNL_DIFFN_ADM_MUDENS","R_ADM_SF_DENSITY"
"R_ADM_MUDENS","R_LNL_DIFFN_ADM_MUDENS"
"R_ADM_MUDENS","R_ADM_SF_DENSITY"
"R_LNLE_ADM_NEUR_ACT","R_LNLE_ULN_SEV"
"R_LNLE_ADM_NEUR_ACT","R_LNLE_ULND5_LD_E"
"R_LNLE_ADM_NEUR_ACT","R_LNLE_ADM_DE_REGEN"
"R_LNLE_ADM_NEUR_ACT","R_LNLC8_LP_E_ADM_DE_REGEN"
"R_LNLE_ADM_NEUR_ACT","R_LNLC8_LP_E_ADM_NEUR_ACT"
"R_LNLE_ADM_NEUR_ACT","R_ADM_NEUR_ACT"
"R_LNLC8_LP_E_ADM_NEUR_ACT","R_LNLE_ULN_SEV"
"R_LNLC8_LP_E_ADM_NEUR_ACT","R_LNLE_ULND5_LD_E"
"R_LNLC8_LP_E_ADM_NEUR_ACT","R_LNLE_ADM_DE_REGEN"
"R_LNLC8_LP_E_ADM_NEUR_ACT","R_LNLC8_LP_E_ADM_DE_REGEN"
"R_LNLC8_LP_E_ADM_NEUR_ACT","R_ADM_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_SEV"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_SENS_SEV"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_S_SEV_DIST"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_MEDD2_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_MOT_SEV"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_M_SEV_DIST"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_APB_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_APB_DE_REGEN"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_APB_MUSIZE"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_APB_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","R_APB_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_APB_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","DIFFN_M_SEV_PROX"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_ULND5_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_LNLW_ULND5_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_ADM_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_ADM_MUSIZE"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_LNLW_ADM_MUSIZE"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_LNLW_ADM_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","R_LNL_DIFFN_ADM_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","R_ADM_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_DELT_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_DELT_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","R_DELT_SPONT_INS_ACT"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_ISCH_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","R_DIFFN_LNL_ISCH_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_MEDD2_SALOSS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_APB_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_APB_DE_REGEN"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_APB_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_APB_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_ADM_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_ADM_DE_REGEN"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_LNLW_ADM_DE_REGEN"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_ADM_MUSIZE"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_LNLW_ADM_MUSIZE"
"R_DIFFN_ADM_NEUR_ACT","L_ADM_MVA_AMP"
"R_DIFFN_ADM_NEUR_ACT","L_ADM_QUAL_MUPPOLY"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_LNLW_ADM_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_LNLW_ADM_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_DELT_MUDENS"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_DELT_NEUR_ACT"
"R_DIFFN_ADM_NEUR_ACT","L_DELT_SPONT_INS_ACT"
"R_DIFFN_ADM_NEUR_ACT","L_DIFFN_ISCH_SALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_SEV"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_SENS_SEV"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_S_SEV_DIST"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_MEDD2_SALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_MOT_SEV"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_M_SEV_DIST"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_APB_MALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_APB_DE_REGEN"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_APB_MUSIZE"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_APB_MUDENS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_APB_MUDENS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_APB_NEUR_ACT"
"R_DIFFN_LNLW_ADM_NEUR_ACT","DIFFN_M_SEV_PROX"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_ULND5_SALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_LNLW_ULND5_SALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_ADM_MALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_LNLW_ADM_MALOSS"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_ADM_MUSIZE"
"R_DIFFN_LNLW_ADM_NEUR_ACT","R_DIFFN_LNLW_ADM_MUSIZE"
