"V1","V2"
"ins_dep_4","glu_prod_4"
"ins_dep_4","endo_bal_4"
"basal_bal_4","tot_bal_4"
"cho_5","gut_abs_5"
"cho_5","cho_bal_5"
"bg_5","renal_cl_5"
"bg_5","ins_indep_5"
"activ_ins_5","ins_sens"
"activ_ins_5","ins_abs_5"
"gut_abs_5","cho_4"
"gut_abs_5","gut_abs_4"
"gut_abs_5","cho_bal_4"
"gut_abs_5","cho_bal_5"
"renal_cl_5","ins_sens"
"renal_cl_5","bg_3"
"renal_cl_5","activ_ins_4"
"renal_cl_5","gut_abs_4"
"renal_cl_5","ins_indep_5"
"renal_cl_5","bg_7"
"ins_indep_util_5","activ_ins_4"
"ins_dep_util_5","activ_ins_5"
"ins_dep_util_5","endo_bal_5"
"glu_prod_5","activ_ins_5"
"glu_prod_5","ins_abs_5"
"glu_prod_5","endo_bal_5"
"glu_prod_5","basal_bal_5"
"glu_prod_5","bg_6"
"ins_indep_5","ins_indep_util_5"
"ins_dep_5","ins_dep_util_5"
"ins_dep_5","glu_prod_5"
"ins_dep_5","endo_bal_5"
"basal_bal_5","tot_bal_5"
"cho_6","gut_abs_6"
"cho_6","cho_bal_6"
"bg_6","ins_indep_6"
"activ_ins_6","ins_sens"
"activ_ins_6","ins_abs_6"
"gut_abs_6","cho_5"
"gut_abs_6","gut_abs_5"
"gut_abs_6","cho_bal_6"
"renal_cl_6","ins_sens"
"renal_cl_6","bg_4"
"renal_cl_6","bg_5"
"renal_cl_6","activ_ins_5"
"renal_cl_6","gut_abs_5"
"renal_cl_6","renal_cl_5"
"renal_cl_6","bg_7"
"renal_cl_6","ins_indep_7"
"ins_indep_util_6","activ_ins_5"
"ins_dep_util_6","activ_ins_6"
"ins_dep_util_6","endo_bal_6"
"glu_prod_6","activ_ins_6"
"glu_prod_6","ins_abs_6"
"glu_prod_6","endo_bal_6"
"glu_prod_6","basal_bal_6"
"glu_prod_6","bg_7"
"ins_indep_6","activ_ins_5"
"ins_indep_6","renal_cl_6"
"ins_indep_6","ins_indep_util_6"
"ins_indep_6","bg_7"
"ins_dep_6","ins_dep_util_6"
"ins_dep_6","glu_prod_6"
"ins_dep_6","endo_bal_6"
"basal_bal_6","tot_bal_6"
"tot_bal_6","bg_7"
"cho_7","gut_abs_7"
"cho_7","cho_bal_7"
"bg_7","ins_indep_7"
"activ_ins_7","ins_sens"
"activ_ins_7","ins_abs_7"
"gut_abs_7","cho_6"
"gut_abs_7","gut_abs_6"
"gut_abs_7","cho_bal_6"
"gut_abs_7","cho_bal_7"
"renal_cl_7","ins_sens"
"renal_cl_7","activ_ins_6"
"renal_cl_7","gut_abs_6"
"renal_cl_7","bg_8"
"renal_cl_7","ins_indep_8"
"renal_cl_7","bg_9"
"ins_indep_util_7","activ_ins_6"
"ins_dep_util_7","activ_ins_7"
"ins_dep_util_7","ins_abs_7"
"ins_dep_util_7","endo_bal_7"
"glu_prod_7","activ_ins_7"
"glu_prod_7","ins_abs_7"
"glu_prod_7","endo_bal_7"
"glu_prod_7","basal_bal_7"
"glu_prod_7","bg_8"
"ins_indep_7","activ_ins_6"
"ins_indep_7","renal_cl_7"
"ins_indep_7","ins_indep_util_7"
"ins_dep_7","ins_dep_util_7"
"ins_dep_7","glu_prod_7"
"ins_dep_7","endo_bal_7"
"basal_bal_7","tot_bal_7"
"cho_8","gut_abs_8"
"cho_8","cho_bal_8"
"bg_8","ins_indep_8"
"activ_ins_8","ins_sens"
"activ_ins_8","ins_abs_8"
"gut_abs_8","cho_7"
"gut_abs_8","gut_abs_7"
"gut_abs_8","cho_bal_7"
"gut_abs_8","cho_bal_8"
"renal_cl_8","ins_sens"
"renal_cl_8","activ_ins_7"
"renal_cl_8","gut_abs_7"
"ins_indep_util_8","activ_ins_7"
"ins_dep_util_8","activ_ins_8"
"ins_dep_util_8","ins_abs_8"
"ins_dep_util_8","endo_bal_8"
"glu_prod_8","activ_ins_8"
"glu_prod_8","ins_abs_8"
"glu_prod_8","endo_bal_8"
"glu_prod_8","basal_bal_8"
"glu_prod_8","bg_9"
"ins_indep_8","activ_ins_7"
"ins_indep_8","renal_cl_8"
"ins_indep_8","ins_indep_util_8"
"ins_dep_8","ins_dep_util_8"
"ins_dep_8","glu_prod_8"
"ins_dep_8","endo_bal_8"
"basal_bal_8","tot_bal_8"
"tot_bal_8","bg_9"
"cho_9","gut_abs_9"
"cho_9","cho_bal_9"
"bg_9","ins_indep_9"
"activ_ins_9","ins_sens"
"activ_ins_9","ins_abs_9"
"gut_abs_9","cho_8"
"gut_abs_9","gut_abs_8"
"gut_abs_9","cho_bal_8"
"gut_abs_9","cho_bal_9"
"renal_cl_9","ins_sens"
"renal_cl_9","bg_8"
"renal_cl_9","activ_ins_8"
"renal_cl_9","gut_abs_8"
"renal_cl_9","ins_indep_8"
"renal_cl_9","endo_bal_9"
"renal_cl_9","bg_10"
"renal_cl_9","renal_cl_10"
"ins_indep_util_9","activ_ins_8"
"ins_dep_util_9","activ_ins_9"
"ins_dep_util_9","endo_bal_9"
"glu_prod_9","activ_ins_9"
"glu_prod_9","ins_abs_9"
"glu_prod_9","endo_bal_9"
"glu_prod_9","basal_bal_9"
"glu_prod_9","bg_10"
"ins_indep_9","activ_ins_8"
"ins_indep_9","renal_cl_9"
"ins_indep_9","ins_indep_util_9"
"ins_dep_9","ins_dep_util_9"
"ins_dep_9","glu_prod_9"
"ins_dep_9","endo_bal_9"
"basal_bal_9","tot_bal_9"
"tot_bal_9","bg_10"
"cho_10","gut_abs_10"
"cho_10","cho_bal_10"
"bg_10","renal_cl_10"
"bg_10","ins_indep_10"
"activ_ins_10","ins_sens"
"activ_ins_10","ins_abs_10"
"gut_abs_10","cho_9"
"gut_abs_10","gut_abs_9"
"gut_abs_10","cho_bal_10"
"gut_abs_10","cho_11"
"gut_abs_10","gut_abs_11"
"renal_cl_10","ins_sens"
"renal_cl_10","activ_ins_9"
"renal_cl_10","gut_abs_9"
"renal_cl_10","ins_indep_util_10"
"renal_cl_10","ins_indep_10"
"ins_indep_util_10","activ_ins_9"
"ins_dep_util_10","activ_ins_10"
"ins_dep_util_10","endo_bal_10"
"glu_prod_10","activ_ins_10"
"glu_prod_10","ins_abs_10"
"glu_prod_10","endo_bal_10"
"glu_prod_10","basal_bal_10"
"glu_prod_10","bg_11"
"ins_indep_10","ins_indep_util_10"
"ins_dep_10","activ_ins_10"
"ins_dep_10","ins_dep_util_10"
"ins_dep_10","glu_prod_10"
"ins_dep_10","endo_bal_10"
"basal_bal_10","tot_bal_10"
"cho_11","gut_abs_11"
"cho_11","cho_bal_11"
"bg_11","ins_indep_11"
"activ_ins_11","ins_sens"
"activ_ins_11","ins_abs_11"
"gut_abs_11","cho_bal_11"
"renal_cl_11","ins_sens"
"renal_cl_11","bg_9"
"renal_cl_11","bg_10"
"renal_cl_11","activ_ins_10"
"renal_cl_11","gut_abs_10"
"renal_cl_11","renal_cl_10"
"ins_dep_util_11","activ_ins_11"
"ins_dep_util_11","endo_bal_11"
"glu_prod_11","activ_ins_11"
"glu_prod_11","ins_abs_11"
"glu_prod_11","endo_bal_11"
"glu_prod_11","basal_bal_11"
"glu_prod_11","bg_12"
"ins_indep_11","activ_ins_10"
"ins_indep_11","renal_cl_11"
"ins_indep_11","ins_indep_util_11"
"ins_dep_11","ins_dep_util_11"
"ins_dep_11","glu_prod_11"
"ins_dep_11","endo_bal_11"
"basal_bal_11","tot_bal_11"
"cho_12","gut_abs_12"
"cho_12","cho_bal_12"
"bg_12","ins_indep_12"
"activ_ins_12","ins_sens"
"activ_ins_12","ins_abs_12"
"gut_abs_12","cho_11"
"gut_abs_12","gut_abs_11"
"gut_abs_12","cho_bal_11"
"gut_abs_12","cho_bal_12"
"renal_cl_12","ins_sens"
"renal_cl_12","bg_11"
"renal_cl_12","activ_ins_11"
"renal_cl_12","gut_abs_11"
"renal_cl_12","ins_indep_11"
"renal_cl_12","bg_13"
"renal_cl_12","renal_cl_13"
"ins_indep_util_12","activ_ins_11"
"ins_dep_util_12","activ_ins_12"
"ins_dep_util_12","ins_abs_12"
"ins_dep_util_12","endo_bal_12"
"glu_prod_12","activ_ins_12"
"glu_prod_12","ins_abs_12"
"glu_prod_12","endo_bal_12"
"glu_prod_12","basal_bal_12"
"glu_prod_12","bg_13"
"ins_indep_12","activ_ins_11"
"ins_indep_12","renal_cl_12"
"ins_indep_12","ins_indep_util_12"
"ins_dep_12","ins_dep_util_12"
"ins_dep_12","glu_prod_12"
"ins_dep_12","endo_bal_12"
"basal_bal_12","tot_bal_12"
"tot_bal_12","bg_13"
"cho_13","gut_abs_13"
"cho_13","cho_bal_13"
"bg_13","renal_cl_13"
"bg_13","ins_indep_13"
"activ_ins_13","ins_sens"
"activ_ins_13","ins_abs_13"
"gut_abs_13","cho_12"
"gut_abs_13","gut_abs_12"
"gut_abs_13","cho_bal_13"
"renal_cl_13","ins_sens"
"renal_cl_13","bg_11"
"renal_cl_13","activ_ins_12"
"renal_cl_13","gut_abs_12"
"renal_cl_13","ins_indep_util_13"
"renal_cl_13","ins_indep_13"
"ins_indep_util_13","activ_ins_12"
"ins_dep_util_13","activ_ins_13"
"ins_dep_util_13","endo_bal_13"
"glu_prod_13","activ_ins_13"
"glu_prod_13","ins_abs_13"
"glu_prod_13","endo_bal_13"
"glu_prod_13","basal_bal_13"
"glu_prod_13","bg_14"
"ins_indep_13","ins_indep_util_13"
"ins_dep_13","ins_dep_util_13"
"ins_dep_13","glu_prod_13"
"ins_dep_13","endo_bal_13"
"basal_bal_13","tot_bal_13"
"cho_14","gut_abs_14"
"cho_14","cho_bal_14"
"bg_14","ins_indep_14"
"activ_ins_14","ins_sens"
"activ_ins_14","ins_abs_14"
"gut_abs_14","cho_13"
"gut_abs_14","gut_abs_13"
"gut_abs_14","cho_bal_13"
"gut_abs_14","cho_bal_14"
"renal_cl_14","ins_sens"
"renal_cl_14","bg_12"
"renal_cl_14","bg_13"
"renal_cl_14","activ_ins_13"
"renal_cl_14","gut_abs_13"
"renal_cl_14","renal_cl_13"
"ins_indep_util_14","activ_ins_13"
"ins_dep_util_14","activ_ins_14"
"ins_dep_util_14","ins_abs_14"
"ins_dep_util_14","endo_bal_14"
"glu_prod_14","activ_ins_14"
"glu_prod_14","ins_abs_14"
"glu_prod_14","endo_bal_14"
"glu_prod_14","basal_bal_14"
"glu_prod_14","bg_15"
"ins_indep_14","activ_ins_13"
"ins_indep_14","renal_cl_14"
"ins_indep_14","ins_indep_util_14"
"ins_dep_14","ins_dep_util_14"
"ins_dep_14","glu_prod_14"
"ins_dep_14","endo_bal_14"
"basal_bal_14","tot_bal_14"
"cho_15","gut_abs_15"
"cho_15","cho_bal_15"
"bg_15","ins_indep_15"
"activ_ins_15","ins_sens"
"activ_ins_15","ins_abs_15"
"gut_abs_15","cho_14"
"gut_abs_15","gut_abs_14"
"gut_abs_15","cho_bal_15"
"renal_cl_15","ins_sens"
"renal_cl_15","bg_12"
"renal_cl_15","bg_14"
"renal_cl_15","activ_ins_14"
"renal_cl_15","gut_abs_14"
"ins_indep_util_15","activ_ins_14"
"ins_dep_util_15","activ_ins_15"
"ins_dep_util_15","endo_bal_15"
"glu_prod_15","activ_ins_15"
"glu_prod_15","ins_abs_15"
"glu_prod_15","endo_bal_15"
"glu_prod_15","basal_bal_15"
"glu_prod_15","bg_16"
"ins_indep_15","activ_ins_14"
"ins_indep_15","renal_cl_15"
"ins_indep_15","ins_indep_util_15"
"ins_dep_15","ins_dep_util_15"
"ins_dep_15","glu_prod_15"
"ins_dep_15","endo_bal_15"
"basal_bal_15","tot_bal_15"
"cho_16","gut_abs_16"
"cho_16","cho_bal_16"
"bg_16","ins_indep_16"
"activ_ins_16","ins_sens"
"activ_ins_16","ins_abs_16"
"gut_abs_16","cho_15"
"gut_abs_16","gut_abs_15"
"gut_abs_16","cho_bal_16"
"renal_cl_16","ins_sens"
"renal_cl_16","bg_14"
"renal_cl_16","bg_15"
"renal_cl_16","activ_ins_15"
"renal_cl_16","gut_abs_15"
"renal_cl_16","ins_indep_15"
"ins_indep_util_16","activ_ins_15"
"ins_dep_util_16","activ_ins_16"
"ins_dep_util_16","ins_abs_16"
"ins_dep_util_16","endo_bal_16"
"glu_prod_16","activ_ins_16"
"glu_prod_16","ins_abs_16"
"glu_prod_16","endo_bal_16"
"glu_prod_16","basal_bal_16"
"glu_prod_16","bg_17"
"ins_indep_16","activ_ins_15"
"ins_indep_16","renal_cl_16"
"ins_indep_16","ins_indep_util_16"
"ins_dep_16","ins_dep_util_16"
"ins_dep_16","glu_prod_16"
"ins_dep_16","endo_bal_16"
"basal_bal_16","tot_bal_16"
"cho_17","gut_abs_17"
"cho_17","cho_bal_17"
"bg_17","ins_indep_17"
"activ_ins_17","ins_sens"
"activ_ins_17","ins_abs_17"
"gut_abs_17","cho_16"
"gut_abs_17","gut_abs_16"
"gut_abs_17","cho_bal_16"
"gut_abs_17","cho_bal_17"
"gut_abs_17","cho_18"
"gut_abs_17","gut_abs_18"
"renal_cl_17","ins_sens"
"renal_cl_17","bg_15"
"renal_cl_17","bg_16"
"renal_cl_17","activ_ins_16"
"renal_cl_17","gut_abs_16"
"renal_cl_17","ins_indep_16"
"ins_indep_util_17","activ_ins_16"
"ins_dep_util_17","activ_ins_17"
"ins_dep_util_17","ins_abs_17"
"ins_dep_util_17","endo_bal_17"
"glu_prod_17","activ_ins_17"
"glu_prod_17","ins_abs_17"
"glu_prod_17","endo_bal_17"
"glu_prod_17","basal_bal_17"
"glu_prod_17","bg_18"
"ins_indep_17","activ_ins_16"
"ins_indep_17","renal_cl_17"
"ins_indep_17","ins_indep_util_17"
"ins_dep_17","ins_dep_util_17"
"ins_dep_17","glu_prod_17"
"ins_dep_17","endo_bal_17"
"basal_bal_17","tot_bal_17"
"cho_18","gut_abs_18"
"cho_18","cho_bal_18"
"bg_18","ins_indep_18"
"activ_ins_18","ins_sens"
"activ_ins_18","ins_abs_18"
"gut_abs_18","cho_bal_18"
"renal_cl_18","ins_sens"
"renal_cl_18","bg_16"
"renal_cl_18","bg_17"
"renal_cl_18","activ_ins_17"
"renal_cl_18","gut_abs_17"
"renal_cl_18","ins_indep_17"
"ins_indep_util_18","activ_ins_17"
"ins_dep_util_18","activ_ins_18"
"ins_dep_util_18","ins_abs_18"
"ins_dep_util_18","endo_bal_18"
"glu_prod_18","activ_ins_18"
"glu_prod_18","ins_abs_18"
"glu_prod_18","endo_bal_18"
"glu_prod_18","basal_bal_18"
"glu_prod_18","bg_19"
"ins_indep_18","activ_ins_17"
"ins_indep_18","renal_cl_18"
"ins_indep_18","ins_indep_util_18"
"ins_dep_18","ins_dep_util_18"
"ins_dep_18","glu_prod_18"
"ins_dep_18","endo_bal_18"
"basal_bal_18","tot_bal_18"
"cho_19","gut_abs_19"
"cho_19","cho_bal_19"
"bg_19","ins_indep_19"
"activ_ins_19","ins_sens"
"activ_ins_19","ins_abs_19"
"gut_abs_19","cho_18"
"gut_abs_19","gut_abs_18"
"gut_abs_19","cho_bal_18"
"gut_abs_19","cho_bal_19"
"renal_cl_19","ins_sens"
"renal_cl_19","bg_17"
"renal_cl_19","bg_18"
"renal_cl_19","activ_ins_18"
"renal_cl_19","gut_abs_18"
"renal_cl_19","ins_indep_18"
"ins_dep_util_19","activ_ins_19"
"ins_dep_util_19","ins_abs_19"
"ins_dep_util_19","endo_bal_19"
"glu_prod_19","activ_ins_19"
"glu_prod_19","ins_abs_19"
"glu_prod_19","endo_bal_19"
"glu_prod_19","basal_bal_19"
"glu_prod_19","bg_20"
"ins_indep_19","activ_ins_18"
"ins_indep_19","renal_cl_19"
"ins_indep_19","ins_indep_util_19"
"ins_dep_19","activ_ins_19"
"ins_dep_19","ins_dep_util_19"
"ins_dep_19","glu_prod_19"
"ins_dep_19","endo_bal_19"
"basal_bal_19","tot_bal_19"
"cho_20","gut_abs_20"
"cho_20","cho_bal_20"
"bg_20","ins_indep_20"
"activ_ins_20","ins_sens"
"activ_ins_20","ins_abs_20"
"gut_abs_20","cho_19"
"gut_abs_20","gut_abs_19"
"gut_abs_20","cho_bal_20"
"renal_cl_20","ins_sens"
"renal_cl_20","bg_18"
"renal_cl_20","bg_19"
"renal_cl_20","activ_ins_19"
"renal_cl_20","gut_abs_19"
"renal_cl_20","ins_indep_19"
"renal_cl_20","bg_21"
"renal_cl_20","renal_cl_21"
"ins_indep_util_20","activ_ins_19"
"ins_dep_util_20","activ_ins_20"
"ins_dep_util_20","ins_abs_20"
"ins_dep_util_20","endo_bal_20"
"glu_prod_20","activ_ins_20"
"glu_prod_20","ins_abs_20"
"glu_prod_20","endo_bal_20"
"glu_prod_20","basal_bal_20"
"glu_prod_20","bg_21"
"ins_indep_20","activ_ins_19"
"ins_indep_20","renal_cl_20"
"ins_indep_20","ins_indep_util_20"
"ins_indep_20","bg_21"
"ins_dep_20","ins_dep_util_20"
"ins_dep_20","glu_prod_20"
"ins_dep_20","endo_bal_20"
"basal_bal_20","tot_bal_20"
"tot_bal_20","bg_21"
"cho_21","gut_abs_21"
"cho_21","cho_bal_21"
"bg_21","renal_cl_21"
"bg_21","ins_indep_21"
"activ_ins_21","ins_sens"
"activ_ins_21","ins_abs_21"
"gut_abs_21","cho_20"
"gut_abs_21","gut_abs_20"
"gut_abs_21","cho_bal_21"
"renal_cl_21","ins_sens"
"renal_cl_21","bg_19"
"renal_cl_21","activ_ins_20"
"renal_cl_21","gut_abs_20"
"renal_cl_21","ins_indep_util_21"
"renal_cl_21","ins_indep_21"
"renal_cl_21","bg_22"
"renal_cl_21","renal_cl_22"
"ins_indep_util_21","activ_ins_20"
"ins_dep_util_21","activ_ins_21"
"ins_dep_util_21","endo_bal_21"
"glu_prod_21","activ_ins_21"
"glu_prod_21","ins_abs_21"
"glu_prod_21","endo_bal_21"
"glu_prod_21","basal_bal_21"
"glu_prod_21","bg_22"
"ins_indep_21","ins_indep_util_21"
"ins_dep_21","activ_ins_21"
"ins_dep_21","ins_dep_util_21"
"ins_dep_21","glu_prod_21"
"ins_dep_21","endo_bal_21"
"basal_bal_21","tot_bal_21"
"cho_22","gut_abs_22"
"cho_22","cho_bal_22"
"bg_22","renal_cl_22"
"bg_22","ins_indep_22"
"activ_ins_22","ins_sens"
"activ_ins_22","ins_abs_22"
"gut_abs_22","cho_21"
"gut_abs_22","gut_abs_21"
"gut_abs_22","cho_bal_21"
"gut_abs_22","cho_bal_22"
"gut_abs_22","cho_23"
"gut_abs_22","gut_abs_23"
"renal_cl_22","ins_sens"
"renal_cl_22","activ_ins_21"
"renal_cl_22","gut_abs_21"
"renal_cl_22","ins_indep_util_22"
"renal_cl_22","ins_indep_22"
"renal_cl_22","bg_24"
"ins_indep_util_22","activ_ins_21"
"ins_dep_util_22","activ_ins_22"
"ins_dep_util_22","ins_abs_22"
"ins_dep_util_22","endo_bal_22"
"glu_prod_22","activ_ins_22"
"glu_prod_22","ins_abs_22"
"glu_prod_22","endo_bal_22"
"glu_prod_22","basal_bal_22"
"glu_prod_22","bg_23"
"ins_indep_22","ins_indep_util_22"
"ins_dep_22","ins_dep_util_22"
"ins_dep_22","glu_prod_22"
"ins_dep_22","endo_bal_22"
"basal_bal_22","tot_bal_22"
"tot_bal_22","bg_23"
"cho_23","gut_abs_23"
"cho_23","cho_bal_23"
"bg_23","ins_indep_23"
"activ_ins_23","ins_sens"
"activ_ins_23","ins_abs_23"
"gut_abs_23","cho_bal_23"
"gut_abs_23","cho_24"
"renal_cl_23","ins_sens"
"renal_cl_23","bg_20"
"renal_cl_23","bg_21"
"renal_cl_23","bg_22"
"renal_cl_23","activ_ins_22"
"renal_cl_23","gut_abs_22"
"renal_cl_23","renal_cl_22"
"renal_cl_23","bg_24"
"ins_indep_util_23","activ_ins_22"
"ins_dep_util_23","activ_ins_23"
"ins_dep_util_23","ins_abs_23"
"ins_dep_util_23","endo_bal_23"
"glu_prod_23","activ_ins_23"
"glu_prod_23","ins_abs_23"
"glu_prod_23","endo_bal_23"
"glu_prod_23","basal_bal_23"
"glu_prod_23","bg_24"
"ins_indep_23","activ_ins_22"
"ins_indep_23","renal_cl_23"
"ins_indep_23","ins_indep_util_23"
"ins_dep_23","ins_dep_util_23"
"ins_dep_23","glu_prod_23"
"ins_dep_23","endo_bal_23"
"basal_bal_23","tot_bal_23"
"tot_bal_23","bg_24"
