"V1","V2"
"endo_bal_16","basal_bal_16"
"cho_bal_16","meal_16"
"cho_bal_16","gut_abs_16"
"cho_bal_16","cho_17"
"basal_bal_16","tot_bal_16"
"met_irr_16","tot_bal_16"
"cho_17","gut_abs_17"
"cho_17","cho_bal_17"
"bg_17","bg_16"
"bg_17","renal_cl_17"
"bg_17","ins_indep_util_17"
"bg_17","bg_18"
"activ_ins_17","ins_abs_17"
"activ_ins_17","ins_dep_17"
"renal_cl_17","met_irr_16"
"renal_cl_17","ins_indep_17"
"ins_indep_util_17","ins_indep_17"
"ins_dep_17","ins_dep_util_17"
"ins_dep_17","glu_prod_17"
"ins_dep_17","endo_bal_17"
"endo_bal_17","basal_bal_17"
"cho_bal_17","meal_17"
"cho_bal_17","gut_abs_17"
"basal_bal_17","tot_bal_17"
"met_irr_17","tot_bal_17"
"bg_18","activ_ins_17"
"bg_18","renal_cl_18"
"bg_18","ins_indep_util_18"
"bg_18","bg_19"
"activ_ins_18","ins_abs_18"
"activ_ins_18","ins_dep_18"
"gut_abs_18","cho_18"
"renal_cl_18","met_irr_17"
"renal_cl_18","ins_indep_18"
"ins_indep_util_18","ins_indep_18"
"ins_dep_18","ins_dep_util_18"
"ins_dep_18","glu_prod_18"
"ins_dep_18","endo_bal_18"
"endo_bal_18","basal_bal_18"
"cho_bal_18","meal_18"
"cho_bal_18","cho_18"
"cho_bal_18","gut_abs_18"
"basal_bal_18","tot_bal_18"
"met_irr_18","tot_bal_18"
"cho_19","cho_bal_18"
"cho_19","gut_abs_19"
"bg_19","activ_ins_18"
"bg_19","renal_cl_19"
"bg_19","ins_indep_util_19"
"bg_19","bg_20"
"activ_ins_19","ins_abs_19"
"activ_ins_19","ins_dep_19"
"renal_cl_19","ins_indep_19"
"ins_indep_util_19","ins_indep_19"
"ins_indep_19","met_irr_18"
"ins_dep_19","ins_dep_util_19"
"ins_dep_19","glu_prod_19"
"ins_dep_19","endo_bal_19"
"endo_bal_19","basal_bal_19"
"cho_bal_19","meal_19"
"cho_bal_19","cho_19"
"cho_bal_19","gut_abs_19"
"basal_bal_19","tot_bal_19"
"met_irr_19","tot_bal_19"
"cho_20","cho_bal_19"
"cho_20","gut_abs_20"
"bg_20","activ_ins_19"
"bg_20","renal_cl_20"
"bg_20","ins_indep_util_20"
"bg_20","bg_21"
"activ_ins_20","ins_abs_20"
"renal_cl_20","ins_indep_20"
"ins_indep_util_20","ins_indep_20"
"ins_indep_20","met_irr_19"
"ins_indep_20","endo_bal_20"
"ins_dep_20","activ_ins_20"
"ins_dep_20","ins_dep_util_20"
"ins_dep_20","glu_prod_20"
"endo_bal_20","ins_dep_20"
"endo_bal_20","basal_bal_20"
"cho_bal_20","meal_20"
"cho_bal_20","cho_20"
"cho_bal_20","gut_abs_20"
"basal_bal_20","tot_bal_20"
"met_irr_20","tot_bal_20"
"cho_21","cho_bal_20"
"cho_21","cho_bal_21"
"bg_21","renal_cl_21"
"bg_21","ins_indep_util_21"
"bg_21","bg_22"
"activ_ins_21","ins_abs_21"
"activ_ins_21","ins_dep_21"
"gut_abs_21","cho_21"
"gut_abs_21","cho_bal_21"
"renal_cl_21","ins_indep_21"
"ins_indep_util_21","ins_indep_21"
"ins_indep_21","met_irr_20"
"ins_dep_21","ins_dep_util_21"
"ins_dep_21","glu_prod_21"
"ins_dep_21","endo_bal_21"
"endo_bal_21","basal_bal_21"
"cho_bal_21","meal_21"
"cho_bal_21","cho_22"
"basal_bal_21","tot_bal_21"
"met_irr_21","tot_bal_21"
"cho_22","gut_abs_22"
"cho_22","cho_bal_22"
"bg_22","activ_ins_21"
"bg_22","gut_abs_21"
"bg_22","renal_cl_22"
"bg_22","ins_indep_util_22"
"bg_22","bg_23"
"activ_ins_22","ins_abs_22"
"activ_ins_22","ins_dep_22"
"renal_cl_22","ins_indep_22"
"ins_indep_util_22","ins_indep_22"
"ins_indep_22","met_irr_21"
"ins_dep_22","ins_dep_util_22"
"ins_dep_22","glu_prod_22"
"ins_dep_22","endo_bal_22"
"endo_bal_22","basal_bal_22"
"cho_bal_22","meal_22"
"cho_bal_22","gut_abs_22"
"cho_bal_22","cho_23"
"basal_bal_22","tot_bal_22"
"met_irr_22","tot_bal_22"
"cho_23","gut_abs_23"
"cho_23","cho_bal_23"
"bg_23","activ_ins_22"
"bg_23","renal_cl_23"
"bg_23","ins_indep_util_23"
"activ_ins_23","ins_abs_23"
"activ_ins_23","ins_dep_23"
"renal_cl_23","met_irr_22"
"renal_cl_23","ins_indep_23"
"ins_indep_util_23","ins_indep_23"
"ins_dep_23","ins_dep_util_23"
"ins_dep_23","glu_prod_23"
"ins_dep_23","endo_bal_23"
"endo_bal_23","basal_bal_23"
"cho_bal_23","meal_23"
"cho_bal_23","gut_abs_23"
"cho_bal_23","cho_24"
"basal_bal_23","tot_bal_23"
"met_irr_23","tot_bal_23"
"tot_bal_23","bg_24"
"cho_24","meal_24"
